1st_choice,2nd_choice,3rd_choice,ssc_or_olevel,hsc_or_alevel,medium,ssc_board,hsc_board,registered_program,target_dept
BIO-1,MIC-2,CS-3,5,5,ban,Dinajpur,Dinajpur,BIO,MNS
CSE-1,ECE-2,EEE-3,5,5,eng-ver,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,5,ban,Rajshahi,Dhaka,CS,ComputerSciandEngr
ARC-1,BBA-2,BIO-3,5,4.8,ban,Chittagong,Chittagong,BIO,MNS
BIO-1,MIC-2,CSE-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
ECE-1,CSE-2,BIO-3,,,ban,,,CS,ComputerSciandEngr
ARC-1,BIO-2,,4,4,eng,,,ARC,Architecture
CSE-1,ARC-2,EEE-3,5,4.5,eng-ver,Dhaka,Dhaka,CS,ComputerSciandEngr
ECO-1,CS-2,LLB-3,,,ban,,,ECO,ESS
ECO-1,BBA-2,ENG-3,5,5,ban,Dhaka,Dhaka,ANT,ESS
BIO-1,,,,,ban,,,BIO,MNS
ARC-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
CSE-1,PHR-2,CS-3,5,4.8,ban,Comilla,Comilla,PHR,Pharmacy
CSE-1,EEE-2,,5,4.8,ban,Comilla,Dhaka,CSE,ComputerSciandEngr
ECO-1,ENG-2,BBA-3,5,5,ban,Dhaka,Dhaka,ENG,ENH
PHR-1,MIC-2,ENG-3,4.5,4.1,ban,Dhaka,Dhaka,MIC,MNS
PHR-1,CSE-2,ENG-3,5,5,ban,Rajshahi,Rajshahi,MIC,MNS
LLB-1,ECO-2,BBA-3,4.56,5,ban,Dhaka,Dhaka,ANT,ESS
MAT-1,,,4,3.5,eng,,,MAT,MNS
PHR-1,CSE-2,ECE-3,5,4.8,ban,Dhaka,Dhaka,PHR,Pharmacy
BBA-1,ENG-2,,5,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
CSE-1,ECE-2,,5,4.4,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
MIC-1,BIO-2,PHR-3,5,5,eng,,,MIC,MNS
ARC-1,ECE-2,MIC-3,5,5,ban,Comilla,Comilla,ECE,ElectricalandElectronicEngr
ANT-1,,,4,3,eng,,,ANT,ESS
ANT-1,ENG-2,LLB-3,5,4,eng,,,ANT,ESS
EEE-1,CSE-2,,4.81,4.1,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
CSE-1,APE-2,ECE-3,5,4.42,ban,,,ECE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,5,4.6,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.3,ban,Chittagong,Chittagong,CSE,ComputerSciandEngr
CSE-1,CS-2,,4.69,4.6,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,ENG-2,,4.94,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ECO-1,BBA-2,,4.44,4.5,eng,,,ECO,ESS
PHY-1,CSE-2,,4.38,3.7,ban,Rajshahi,Rajshahi,PHY,MNS
MIC-1,BIO-2,BBA-3,4.81,4.58,ban,,,MIC,MNS
ARC-1,PHY-2,APE-3,5,4.6,ban,Chittagong,Chittagong,ARC,Architecture
CSE-1,CS-2,EEE-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
CS-1,BBA-2,PHR-3,4.63,4.42,ban,Dhaka,Dhaka,MIC,MNS
ENG-1,LLB-2,,,3.8,ban,Others,Dhaka,ENG,ENH
ARC-1,CSE-2,EEE-3,5,5,ban,Barisal,Dhaka,ARC,Architecture
PHR-1,BBA-2,APE-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
ARC-1,ECO-2,BBA-3,5,4.9,ban,Dhaka,Dhaka,ECO,ESS
ENG-1,LLB-2,,5,5,ban,Dhaka,Dhaka,ENG,ENH
MIC-1,PHR-2,CSE-3,5,4.75,ban,Dhaka,Dhaka,MIC,MNS
ENG-1,ARC-2,,4.63,3.75,ban,Rajshahi,Rajshahi,ENG,ENH
BBA-1,ECO-2,ENG-3,5,5,ban,Dhaka,Dhaka,ECO,ESS
EEE-1,ECE-2,,3.5,2.6,eng,,,ECO,ESS
ENG-1,ANT-2,,4.25,4.1,ban,Dhaka,Dhaka,ENG,ENH
ENG-1,BBA-2,ECO-3,3.94,4.1,ban,Rajshahi,Rajshahi,ENG,ENH
BBA-1,ECO-2,,5,5,ban,Rajshahi,Rajshahi,BBA,Brac_Business_School
MIC-1,BIO-2,BBA-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
BBA-1,CS-2,MIC-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
ECO-1,ENG-2,,5,3.9,ban,Dhaka,Dhaka,ECO,ESS
CSE-1,ARC-2,,5,3.7,ban,Dhaka,Dhaka,ECO,ESS
PHY-1,APE-2,EEE-3,5,3,eng,,,APE,MNS
ECE-1,CSE-2,EEE-3,4.17,3,eng,,,ECE,ElectricalandElectronicEngr
BBA-1,LLB-2,,5,4.5,ban,Chittagong,Dhaka,BBA,Brac_Business_School
ENG-1,ECO-2,,4.94,4.1,ban,Chittagong,Chittagong,ENG,ENH
BIO-1,MIC-2,ECE-3,4.75,4.9,ban,Dinajpur,Dhaka,MIC,MNS
BBA-1,LLB-2,,4.63,3.5,ban,Dhaka,Dhaka,LLB,School_of_Law
BIO-1,CSE-2,,5,,ban,Dhaka,Dhaka,BIO,MNS
CSE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
ARC-1,MIC-2,PHR-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
CSE-1,ARC-2,,5,4.4,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,EEE-2,CSE-3,5,3.6,ban,Dhaka,Dhaka,ARC,Architecture
ENG-1,LLB-2,,,,ban,,,ENG,ENH
BIO-1,MIC-2,CSE-3,5,4.9,ban,Jessore,Dhaka,BIO,MNS
BBA-1,LLB-2,,4.69,4.4,ban,Dinajpur,Dinajpur,LLB,School_of_Law
CSE-1,EEE-2,,5,4.2,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ECE-1,EEE-2,CSE-3,4.81,5,ban,,,ECE,ElectricalandElectronicEngr
ARC-1,CSE-2,,5,5,ban,Dhaka,Dhaka,ARC,Architecture
ECE-1,EEE-2,CSE-3,4.78,3.83,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
ARC-1,CSE-2,PHR-3,4.81,4.3,ban,Chittagong,Chittagong,ARC,Architecture
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ARC-1,LLB-2,,5,5,ban,Dhaka,Dhaka,ARC,Architecture
ANT-1,ENG-2,,3.06,4,ban,Dhaka,Dhaka,ENG,ENH
MIC-1,ENG-2,,5,4.2,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,APE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
PHR-1,BIO-2,ECE-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
MIC-1,PHR-2,CSE-3,5,5,eng,,,MIC,MNS
PHR-1,BIO-2,,5,3.5,eng,,,BIO,MNS
ENG-1,BBA-2,ECO-3,3.88,3.3,ban,Dhaka,Dhaka,ENG,ENH
CSE-1,BBA-2,,5,3.9,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,CSE-2,EEE-3,4.87,2.67,eng,,,ANT,ESS
ENG-1,LLB-2,ECO-3,4.31,4.6,ban,Dhaka,Dhaka,ENG,ENH
CSE-1,EEE-2,,,,ban,,,CS,ComputerSciandEngr
BBA-1,CSE-2,,5,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ARC-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
ECO-1,CSE-2,,5,4.9,ban,Dhaka,Dhaka,ECO,ESS
MAT-1,EEE-2,ANT-3,3.6,,ban,,,ANT,ESS
MIC-1,BIO-2,,5,4.7,ban,Dhaka,Dhaka,BIO,MNS
EEE-1,CSE-2,ECE-3,5,5,ban,Jessore,Jessore,EEE,ElectricalandElectronicEngr
PHR-1,ECO-2,,5,4,ban,Dhaka,Dhaka,PHR,Pharmacy
BBA-1,BIO-2,ECO-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
PHR-1,MIC-2,CS-3,5,4.9,ban,Dhaka,Dhaka,MIC,MNS
BBA-1,LLB-2,,,,ban,,,BBA,Brac_Business_School
CSE-1,EEE-2,,5,4.8,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,LLB-2,ECO-3,5,4.9,ban,Jessore,Jessore,LLB,School_of_Law
ARC-1,CSE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
LLB-1,ECO-2,ENG-3,5,3.5,ban,Barisal,Barisal,LLB,School_of_Law
MAT-1,ARC-2,,,,ban,,,ARC,Architecture
CSE-1,CS-2,,5,3.7,eng,,,CSE,ComputerSciandEngr
BBA-1,LLB-2,ENG-3,5,5,ban,Jessore,Dhaka,LLB,School_of_Law
EEE-1,BBA-2,,4.69,3.6,ban,Dhaka,Dhaka,BBA,Brac_Business_School
CSE-1,CS-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,BIO-2,PHR-3,5,4.7,ban,Dinajpur,Rajshahi,BIO,MNS
LLB-1,BBA-2,,,,ban,,,LLB,School_of_Law
LLB-1,ENG-2,,4.63,4.6,ban,Jessore,Dhaka,LLB,School_of_Law
ECE-1,ARC-2,,5,5,eng,,,ECE,ElectricalandElectronicEngr
BIO-1,BBA-2,ECO-3,5,4.7,ban,Dhaka,Dhaka,BIO,MNS
BBA-1,ENG-2,,4.69,4.6,ban,Dhaka,Dhaka,ENG,ENH
CSE-1,EEE-2,ECE-3,5,4.8,ban,Chittagong,Chittagong,CS,ComputerSciandEngr
EEE-1,ARC-2,ECE-3,5,4.5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,,,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,ENG-2,,4.44,4.9,ban,Jessore,Dhaka,ARC,Architecture
MAT-1,PHY-2,,5,4.42,ban,Dhaka,Dhaka,MAT,MNS
ECE-1,CSE-2,BIO-3,5,4.83,ban,Chittagong,Chittagong,ECE,ElectricalandElectronicEngr
LLB-1,ENG-2,ECO-3,4.75,3.5,eng-ver,Dhaka,Dhaka,ENG,ENH
BBA-1,ENG-2,,4.75,4.3,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ENG-1,BBA-2,,,,ban,,,ENG,ENH
ANT-1,ECO-2,BBA-3,5,4.33,ban,Dhaka,Dhaka,ANT,ESS
PHR-1,MIC-2,BIO-3,5,5,ban,Barisal,Dhaka,PHR,Pharmacy
ENG-1,ECO-2,BIO-3,5,5,ban,Dhaka,Dhaka,ENG,ENH
EEE-1,CSE-2,PHR-3,4.63,4.2,ban,Dhaka,Dhaka,PHR,Pharmacy
ENG-1,ECE-2,APE-3,5,4.2,ban,Sylhet,Sylhet,ENG,ENH
CSE-1,EEE-2,,4.88,3.7,ban,Sylhet,Sylhet,MIC,MNS
CSE-1,EEE-2,ARC-3,5,5,ban,Rajshahi,Rajshahi,ARC,Architecture
CSE-1,BBA-2,,4.88,4.5,ban,Jessore,Jessore,CSE,ComputerSciandEngr
ECO-1,BBA-2,ENG-3,5,3.5,eng,,,ECO,ESS
BIO-1,MIC-2,LLB-3,5,4.33,ban,Dhaka,Dhaka,MIC,MNS
ECE-1,CSE-2,,,,ban,Barisal,Dhaka,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,3.56,3.2,ban,Jessore,Jessore,MIC,MNS
BBA-1,ECO-2,,5,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
LLB-1,ENG-2,,4.63,5,ban,Dhaka,Dhaka,LLB,School_of_Law
PHR-1,CSE-2,,4.31,4.3,ban,Dhaka,Dhaka,PHR,Pharmacy
BIO-1,MIC-2,ARC-3,5,4.75,eng,,,BIO,MNS
CSE-1,PHR-2,EEE-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
PHR-1,CSE-2,,4.94,4.4,ban,Dhaka,Dhaka,PHR,Pharmacy
BBA-1,EEE-2,,3.6,,eng,,,EEE,ElectricalandElectronicEngr
PHR-1,ECE-2,MIC-3,5,4.6,ban,Sylhet,Sylhet,PHR,Pharmacy
BBA-1,EEE-2,,,,ban,,,EEE,ElectricalandElectronicEngr
BBA-1,LLB-2,,4.75,4.7,ban,Dhaka,Dhaka,BBA,Brac_Business_School
BIO-1,MIC-2,EEE-3,5,4,eng,,,BIO,MNS
PHR-1,,,5,4.9,ban,Dhaka,Dhaka,PHR,Pharmacy
CSE-1,EEE-2,PHR-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
EEE-1,CSE-2,,5,4.6,ban,Rajshahi,Rajshahi,EEE,ElectricalandElectronicEngr
MIC-1,BIO-2,BBA-3,5,5,ban,,,MIC,MNS
BBA-1,ECO-2,,4.44,4.8,ban,Dhaka,Dhaka,BBA,Brac_Business_School
PHR-1,BIO-2,,5,4.8,ban,Dhaka,Dhaka,PHR,Pharmacy
PHR-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
CSE-1,PHR-2,ECE-3,4.88,4.9,ban,Dhaka,Dhaka,PHR,Pharmacy
ARC-1,BIO-2,EEE-3,5,,ban,,,BIO,MNS
ARC-1,ECE-2,,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
PHR-1,MIC-2,CS-3,3.8,4.1,ban,Dhaka,Dhaka,PHR,Pharmacy
ECO-1,BBA-2,,5,5,eng,,,ECO,ESS
LLB-1,BBA-2,ECO-3,5,4.4,ban,Sylhet,Sylhet,LLB,School_of_Law
CSE-1,EEE-2,PHR-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
EEE-1,CS-2,,5,5,eng,,,EEE,ElectricalandElectronicEngr
LLB-1,MIC-2,,5,3.7,ban,Dinajpur,Dinajpur,LLB,School_of_Law
EEE-1,CSE-2,,5,5,eng,,,EEE,ElectricalandElectronicEngr
BBA-1,CSE-2,,4.88,4.1,ban,Dhaka,Dhaka,BBA,Brac_Business_School
MIC-1,CSE-2,PHR-3,5,5,eng-ver,Dhaka,Dhaka,MIC,MNS
ARC-1,EEE-2,CSE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
ENG-1,LLB-2,PHR-3,5,4.3,ban,Chittagong,Dhaka,LLB,School_of_Law
EEE-1,CSE-2,,4.94,4.9,ban,Chittagong,Chittagong,CSE,ComputerSciandEngr
ARC-1,BBA-2,,5,3.1,ban,Jessore,Jessore,ARC,Architecture
EEE-1,CSE-2,,5,4.8,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,ECE-2,,,,eng-ver,,,EEE,ElectricalandElectronicEngr
PHR-1,MIC-2,CSE-3,5,4.8,ban,Dhaka,Dhaka,PHR,Pharmacy
EEE-1,CSE-2,,5,4.6,ban,Chittagong,Chittagong,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,4.94,4,ban,Comilla,Dhaka,EEE,ElectricalandElectronicEngr
ECO-1,BBA-2,,,,ban,,,ECO,ESS
PHR-1,CSE-2,LLB-3,5,4.9,ban,Dhaka,Dhaka,PHR,Pharmacy
APE-1,CSE-2,ECO-3,,,ban,,,ECO,ESS
ECE-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
EEE-1,CSE-2,,,,ban,,,EEE,ElectricalandElectronicEngr
CSE-1,ECO-2,,5,,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
BBA-1,LLB-2,ECO-3,5,5,ban,Rajshahi,Rajshahi,LLB,School_of_Law
BBA-1,ENG-2,ECO-3,5,4.6,ban,Dhaka,Dhaka,ENG,ENH
PHR-1,BIO-2,,4.81,4.2,ban,Dhaka,Dhaka,BIO,MNS
ARC-1,ENG-2,ECE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
MIC-1,BBA-2,BIO-3,5,5,ban,,,MIC,MNS
ANT-1,LLB-2,BBA-3,5,4.67,ban,Dhaka,Dhaka,ANT,ESS
BBA-1,MIC-2,,5,4.8,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ECO-1,CSE-2,BIO-3,5,5,ban,Dhaka,Dhaka,ECO,ESS
BIO-1,MIC-2,BBA-3,5,,ban,Dhaka,Dhaka,BIO,MNS
CSE-1,BBA-2,,4.38,4.1,ban,Dhaka,Dhaka,BBA,Brac_Business_School
BBA-1,LLB-2,ENG-3,4.38,4.2,ban,Dhaka,Dhaka,LLB,School_of_Law
PHR-1,MIC-2,,5,5,ban,Barisal,Dhaka,PHR,Pharmacy
EEE-1,CSE-2,,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
PHY-1,MAT-2,APE-3,5,3.5,eng,,,PHY,MNS
LLB-1,BBA-2,,4.56,4.8,ban,Dhaka,Dhaka,LLB,School_of_Law
CSE-1,MIC-2,,5,4.8,ban,Jessore,Jessore,CSE,ComputerSciandEngr
EEE-1,CSE-2,,4.94,4.3,ban,Rajshahi,Rajshahi,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,,,ban,,,ECO,ESS
ARC-1,ECO-2,BIO-3,5,5,ban,Dhaka,Dhaka,ECO,ESS
CSE-1,EEE-2,,5,3.8,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
LLB-1,ENG-2,ECO-3,5,3.3,ban,Dhaka,Dhaka,LLB,School_of_Law
PHY-1,MAT-2,,5,4,eng,,,PHY,MNS
CSE-1,BIO-2,MIC-3,5,4.2,ban,Chittagong,Chittagong,BIO,MNS
CSE-1,APE-2,ANT-3,5,4.5,ban,Dhaka,Dhaka,ANT,ESS
ECO-1,ANT-2,ENG-3,5,4,eng,,,ANT,ESS
EEE-1,BBA-2,,5,4.1,ban,Chittagong,Chittagong,EEE,ElectricalandElectronicEngr
PHR-1,BBA-2,PHY-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
EEE-1,ECE-2,,5,5,eng,,,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,,4.8,,eng,,,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,,5,4.8,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
BIO-1,MAT-2,MIC-3,,,ban,,,BIO,MNS
BBA-1,ENG-2,,5,5,ban,Comilla,Dhaka,BBA,Brac_Business_School
ARC-1,,,5,5,eng,,,ARC,Architecture
BBA-1,CSE-2,,5,4.6,ban,Dhaka,Dhaka,BBA,Brac_Business_School
CSE-1,EEE-2,ECE-3,4.94,4.9,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
PHR-1,CSE-2,MIC-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
BIO-1,CSE-2,EEE-3,5,5,ban,Dinajpur,Dinajpur,BIO,MNS
PHR-1,MIC-2,BBA-3,4.88,4.8,ban,Dhaka,Dhaka,PHR,Pharmacy
CSE-1,EEE-2,,5,4.4,ban,Dinajpur,Dhaka,CSE,ComputerSciandEngr
BIO-1,MIC-2,,,,ban,,,PHR,Pharmacy
BBA-1,LLB-2,,5,4.7,ban,Chittagong,Chittagong,BBA,Brac_Business_School
APE-1,EEE-2,ECE-3,3.67,4.5,eng,,,CS,ComputerSciandEngr
BIO-1,MIC-2,LLB-3,5,4.9,ban,Dhaka,Dhaka,BIO,MNS
PHR-1,ECO-2,MIC-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
ECE-1,EEE-2,,5,4.1,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
BIO-1,MIC-2,EEE-3,,,ban,,,BIO,MNS
EEE-1,ARC-2,,,,ban,,,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.8,ban,Dhaka,Dhaka,ECO,ESS
BBA-1,PHR-2,,,,ban,Rajshahi,Dinajpur,BBA,Brac_Business_School
CSE-1,PHR-2,ECO-3,5,5,ban,Dhaka,Dhaka,ECO,ESS
ARC-1,ECO-2,LLB-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
MIC-1,ECO-2,,5,4.4,ban,Dhaka,Dhaka,ECO,ESS
PHR-1,BBA-2,,4.69,3.7,ban,Dhaka,Dhaka,PHR,Pharmacy
BBA-1,CSE-2,,5,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
PHR-1,CSE-2,ENG-3,5,4.9,ban,Rajshahi,Rajshahi,PHR,Pharmacy
ENG-1,BBA-2,,4.13,4.4,ban,Dhaka,Dhaka,ENG,ENH
BIO-1,MIC-2,CS-3,5,4.6,ban,Chittagong,Chittagong,BIO,MNS
ECE-1,CS-2,BBA-3,5,4.8,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
MIC-1,BIO-2,,5,,eng,,,BIO,MNS
EEE-1,CS-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ANT-1,ENG-2,ECO-3,5,3.5,eng,Dhaka,,ANT,ESS
BBA-1,LLB-2,,4.5,,ban,Dinajpur,Dinajpur,BBA,Brac_Business_School
EEE-1,ARC-2,CSE-3,5,4.8,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
BIO-1,MIC-2,,5,4.1,ban,Dhaka,Dhaka,MIC,MNS
EEE-1,ECE-2,,4.81,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ENG-1,BBA-2,ECO-3,,,ban,,,ENG,ENH
BIO-1,MIC-2,PHR-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
PHR-1,MIC-2,BBA-3,5,4.67,ban,Dhaka,Dhaka,MIC,MNS
EEE-1,CSE-2,BIO-3,5,5,ban,Sylhet,Sylhet,EEE,ElectricalandElectronicEngr
ECE-1,EEE-2,,,,ban,,,EEE,ElectricalandElectronicEngr
MIC-1,BIO-2,ENG-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
LLB-1,ECO-2,,4.69,4.3,ban,Dhaka,Dhaka,LLB,School_of_Law
LLB-1,ARC-2,,5,4,ban,Dinajpur,Dinajpur,LLB,School_of_Law
EEE-1,ECE-2,,,,ban,,,EEE,ElectricalandElectronicEngr
BBA-1,LLB-2,,,,ban,,,BBA,Brac_Business_School
CSE-1,EEE-2,,4.88,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
EEE-1,BIO-2,ECO-3,5,4.67,eng-ver,Dhaka,Dhaka,BIO,MNS
CSE-1,ECE-2,MIC-3,5,4.6,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,CS-2,EEE-3,4.86,4.5,eng,,,CS,ComputerSciandEngr
BBA-1,ECO-2,,5,4.2,eng-ver,Dhaka,Dhaka,BBA,Brac_Business_School
MIC-1,PHR-2,EEE-3,5,4,ban,Jessore,Jessore,PHR,Pharmacy
CSE-1,ECO-2,,5,4.2,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ECO-1,BBA-2,ENG-3,5,5,eng,,,ECO,ESS
ARC-1,EEE-2,ECO-3,4.8,4.33,eng,,,EEE,ElectricalandElectronicEngr
ARC-1,BBA-2,LLB-3,4.78,,ban,Chittagong,,ARC,Architecture
CSE-1,PHR-2,,469,4.5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
MIC-1,CSE-2,BIO-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
CSE-1,EEE-2,,4.63,3.9,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
PHR-1,EEE-2,,5,4.7,eng-ver,Dhaka,Dhaka,PHR,Pharmacy
EEE-1,ARC-2,,5,4.4,ban,Dinajpur,Dinajpur,EEE,ElectricalandElectronicEngr
MIC-1,BIO-2,BBA-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
BBA-1,ENG-2,ECO-3,5,5,ban,Dhaka,Dhaka,ENG,ENH
CSE-1,CS-2,,5,4.8,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,ECO-2,BBA-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
ECO-1,ENG-2,,,,ban,,,ECO,ESS
APE-1,PHY-2,ECE-3,5,5,ban,Dhaka,Dhaka,APE,MNS
PHR-1,EEE-2,CSE-3,4.81,5,ban,Jessore,Jessore,PHR,Pharmacy
BIO-1,MIC-2,,,,ban,,,BIO,MNS
EEE-1,APE-2,,4.69,3.8,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
PHR-1,CSE-2,LLB-3,5,5,ban,Dinajpur,Dinajpur,MIC,MNS
EEE-1,ECE-2,MIC-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
ECO-1,BBA-2,LLB-3,,,ban,,,ECO,ESS
CSE-1,EEE-2,,,,eng-ver,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,ECO-2,,4.63,,eng-ver,Dhaka,Dhaka,BBA,Brac_Business_School
ARC-1,CSE-2,,5,4.5,ban,Chittagong,Chittagong,CSE,ComputerSciandEngr
ECO-1,ENG-2,BBA-3,5,4.5,ban,Dhaka,Dhaka,ENG,ENH
EEE-1,CSE-2,,5,5,ban,Comilla,Dhaka,EEE,ElectricalandElectronicEngr
EEE-1,BIO-2,ECE-3,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
MIC-1,PHR-2,ECE-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
BBA-1,ECO-2,,5,5,ban,Dhaka,Dhaka,ECO,ESS
EEE-1,CSE-2,,5,5,eng-ver,Dhaka,Dhaka,CS,ComputerSciandEngr
PHR-1,BBA-2,LLB-3,5,4.5,ban,Dhaka,Dhaka,PHR,Pharmacy
ECO-1,,,5,4.5,eng,,,ECO,ESS
ARC-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
PHY-1,MAT-2,EEE-3,5,4.83,ban,Sylhet,Sylhet,PHY,MNS
PHY-1,APE-2,,5,3.1,ban,Dhaka,Dhaka,ENG,ENH
CSE-1,CS-2,,5,4.7,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
BBA-1,ECO-2,,4.5,5,eng-ver,Dhaka,Dhaka,BBA,Brac_Business_School
PHR-1,MIC-2,BBA-3,4.88,4.8,ban,Dhaka,Dhaka,PHR,Pharmacy
ARC-1,PHR-2,MIC-3,4.88,4.6,ban,Dhaka,Dhaka,PHR,Pharmacy
EEE-1,CSE-2,,5,5,ban,Rajshahi,Rajshahi,EEE,ElectricalandElectronicEngr
BBA-1,ECO-2,,4,3.67,eng,,,ECO,ESS
ECO-1,BBA-2,PHR-3,5,4.3,ban,Dhaka,Dhaka,BIO,MNS
EEE-1,ECE-2,PHR-3,4.94,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
APE-1,CSE-2,PHY-3,5,5,ban,Dinajpur,Dinajpur,CS,ComputerSciandEngr
PHY-1,BIO-2,CS-3,5,5,ban,Dhaka,Dhaka,PHY,MNS
CSE-1,EEE-2,ARC-3,5,4.3,eng-ver,Dhaka,Dhaka,ARC,Architecture
ECE-1,PHR-2,BIO-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
BBA-1,LLB-2,ENG-3,5,5,ban,Comilla,Comilla,LLB,School_of_Law
MAT-1,APE-2,EEE-3,5,5,eng,,,MAT,MNS
CSE-1,ARC-2,PHR-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
PHY-1,MAT-2,CS-3,4.8,4.5,eng,,,PHY,MNS
